"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","322","should send message and display it in the list","","Wed Jul 08 04:20:15 UTC 2026","passed","Wed Jul 08 04:20:16 UTC 2026","Dummy Messaging App","messaging.spec.ts","",""
